timestamps,S1_PID_0C_EngineRPM
0.0,2368.0
0.19995000000000118,2351.0
0.40004999999999313,2337.0
0.6000499999999818,2327.0
0.7999499999999955,2331.0
0.9998999999999967,2335.0
1.200349999999986,2344.0
1.4001499999999965,2349.0
1.599899999999991,2357.0
1.7999499999999955,2363.0
2.000199999999978,2367.0
2.2004499999999894,2372.0
2.4001499999999965,2379.0
2.600449999999995,2386.0
2.8004999999999995,2388.0
3.000199999999978,2391.0
3.200649999999996,2396.0
3.4002499999999998,2400.0
3.600399999999979,2399.0
3.8004999999999995,2386.0
4.000399999999985,2379.0
4.199999999999989,2367.0
4.40025,2361.0
4.600149999999985,2363.0
4.795949999999976,2365.0
5.0002999999999815,2374.0
5.2009499999999775,2375.0
5.400349999999975,2382.0
5.600099999999998,2386.0
5.800299999999993,2391.0
6.0011499999999955,2395.0
6.200349999999986,2395.0
6.400299999999987,2391.0
6.600149999999985,2376.0
6.800249999999977,2361.0
7.0005999999999915,2354.0
7.201349999999991,2349.0
7.400449999999978,2348.0
7.600249999999988,2351.0
7.80019999999999,2354.0
8.000749999999982,2359.0
8.200299999999999,2368.0
8.400349999999975,2372.0
8.60039999999998,2381.0
8.800599999999974,2389.0
9.00045,2391.0
9.200349999999986,2400.0
9.400349999999975,2405.0
9.60039999999998,2408.0
9.80064999999999,2417.0
10.00045,2419.0
10.200400000000002,2421.0
10.400649999999985,2423.0
10.600799999999992,2428.0
10.8005,2438.0
11.000749999999982,2442.0
11.200549999999993,2448.0
11.400649999999985,2452.0
11.601099999999974,2452.0
11.800799999999981,2467.0
12.000549999999976,2463.0
12.20059999999998,2461.0
12.400599999999997,2453.0
12.600949999999983,2453.0
12.800899999999984,2457.0
13.000649999999979,2463.0
13.200799999999987,2470.0
13.4007,2478.0
13.600650000000002,2486.0
13.800799999999981,2491.0
14.000749999999982,2497.0
14.20075,2500.0
14.401150000000001,2505.0
14.6019,2515.0
14.800799999999981,2514.0
15.000799999999998,2528.0
15.201399999999978,2524.0
15.400849999999991,2538.0
15.60084999999998,2538.0
15.800899999999984,2548.0
16.001199999999983,2555.0
16.201249999999987,2559.0
16.400999999999982,2564.0
16.601,2571.0
16.80204999999998,2578.0
17.0009,2584.0
17.20104999999998,2592.0
17.401049999999998,2580.0
17.601349999999996,2604.0
17.80109999999999,2602.0
18.00109999999998,2611.0
18.201149999999984,2620.0
18.40134999999998,2628.0
18.601199999999977,2630.0
18.801199999999994,2520.0
19.00109999999998,2260.0
19.201299999999975,2011.0
19.40115,1731.0
19.601049999999987,1474.0
19.801049999999975,1236.0
20.001299999999986,1108.0
20.201099999999997,1102.0
20.401099999999985,1054.0
20.601199999999977,981.0
20.801299999999998,921.0
21.001149999999996,855.0
21.2012,855.0
21.401299999999992,896.0
21.601199999999977,889.0
21.80114999999998,861.0
22.001199999999983,869.0
22.201149999999984,873.0
22.40115,873.0
22.601349999999996,882.0
22.801299999999998,896.0
23.00139999999999,904.0
23.201299999999975,908.0
23.397249999999985,912.0
23.60145,916.0
23.801349999999985,923.0
24.001499999999993,925.0
24.20139999999998,923.0
24.396899999999988,921.0
24.60159999999999,907.0
24.8014,906.0
25.001449999999977,895.0
25.20134999999999,892.0
25.401549999999986,901.0
25.601399999999984,897.0
25.801499999999976,886.0
26.001749999999987,888.0
26.201449999999994,907.0
26.401600000000002,887.0
26.601499999999987,888.0
26.80144999999999,908.0
27.00154999999998,906.0
27.20184999999998,907.0
27.401600000000002,904.0
27.601499999999987,910.0
27.801499999999976,918.0
28.0017,915.0
28.20165,901.0
28.401699999999977,917.0
28.601799999999997,920.0
28.801699999999983,889.0
29.001599999999996,882.0
29.201749999999976,878.0
29.401899999999983,905.0
29.60174999999998,903.0
29.801699999999983,886.0
30.001949999999994,893.0
51.00344999999999,1487.0
51.203299999999984,1443.0
51.40334999999999,1478.0
51.60329999999999,1482.0
51.80314999999999,1459.0
52.003299999999996,1452.0
52.203599999999994,1453.0
52.4033,1466.0
52.603549999999984,1478.0
52.803499999999985,1487.0
53.0035,1501.0
53.1994,1514.0
53.40349999999998,1523.0
53.60344999999998,1558.0
53.80355,1561.0
54.00354999999999,1559.0
54.20354999999998,1519.0
54.403549999999996,1605.0
54.6036,1526.0
54.80359999999999,1564.0
55.00364999999999,1571.0
55.2037,1533.0
55.40375,1523.0
55.6037,1511.0
55.80369999999999,1493.0
56.00369999999998,1474.0
56.203749999999985,1461.0
56.403549999999996,1434.0
56.60374999999999,1418.0
56.80445,1404.0
57.00389999999999,1405.0
57.203749999999985,1389.0
57.40375,1439.0
57.60389999999998,1426.0
57.803650000000005,1412.0
58.00364999999999,1465.0
58.20384999999999,1420.0
58.40384999999998,1455.0
58.603849999999994,1437.0
58.80369999999999,1471.0
59.00399999999999,1439.0
59.20394999999999,1430.0
59.403699999999986,1461.0
59.60395,1426.0
59.803799999999995,1412.0
60.00395,1401.0
60.20399999999998,1364.0
60.4042,1336.0
60.60379999999998,1289.0
60.805049999999994,1262.0
61.00404999999998,1228.0
61.204049999999995,1203.0
61.40394999999998,1236.0
61.60405,1168.0
61.80409999999998,1202.0
62.00389999999999,1205.0
62.20415,1213.0
62.40424999999999,1233.0
62.60409999999999,1254.0
62.80409999999998,1275.0
63.00414999999998,1286.0
63.20425,1300.0
63.4042,1306.0
63.60419999999999,1318.0
63.80419999999998,1317.0
64.0042,1334.0
64.20429999999999,1351.0
64.40429999999998,1376.0
64.6043,1411.0
64.80445,1454.0
65.00434999999999,1489.0
65.2054,1525.0
65.40459999999999,1599.0
65.6045,1659.0
65.80454999999998,1712.0
66.00455,1785.0
66.20439999999999,1837.0
66.40459999999999,1889.0
66.60419999999999,1946.0
66.80419999999998,2010.0
67.00459999999998,2058.0
67.20425,2104.0
67.40429999999998,2157.0
67.60424999999998,2216.0
67.80425,2278.0
68.0043,2301.0
68.20435,2350.0
68.40449999999998,2392.0
68.60454999999999,2435.0
68.80519999999999,2478.0
69.00444999999999,2510.0
69.2047,2470.0
69.40460000000002,2295.0
69.6046,2063.0
69.80009999999999,1803.0
70.00459999999998,1550.0
70.20465000000002,1296.0
70.40465,1180.0
70.60464999999999,1079.0
70.8046,966.0
71.00459999999998,887.0
71.2047,880.0
71.40469999999999,1332.0
71.60455000000002,1571.0
71.8048,1520.0
72.00459999999998,1538.0
72.20504999999997,1500.0
72.40474999999998,1501.0
72.6046,1470.0
72.80489999999998,1467.0
73.00470000000001,1494.0
73.20474999999999,1510.0
73.40485000000001,1540.0
73.60485,1543.0
73.80489999999998,1567.0
74.00489999999996,1604.0
74.20490000000001,1637.0
74.40485000000001,1659.0
74.60474999999997,1690.0
74.80495000000002,1708.0
75.00484999999998,1738.0
75.20499999999998,1766.0
75.40505000000002,1800.0
75.60609999999997,1839.0
75.8048,1861.0
76.00484999999998,1877.0
76.20519999999999,1903.0
76.40494999999999,1926.0
76.60500000000002,1954.0
76.805,1982.0
77.00489999999996,2005.0
77.20495,2034.0
77.40505000000002,2054.0
77.60494999999997,2099.0
77.80495000000002,2113.0
78.00509999999997,2128.0
78.20519999999999,2143.0
78.40519999999998,2176.0
78.6051,2199.0
78.80505,2215.0
79.00524999999999,2246.0
79.20524999999998,2261.0
79.40505000000002,2291.0
79.6051,2312.0
79.80534999999998,2343.0
80.00540000000001,2350.0
80.20549999999997,2350.0
80.40539999999999,2361.0
80.60525000000001,2359.0
80.80525,2350.0
81.00614999999999,2350.0
81.20544999999998,2339.0
81.40539999999999,2327.0
81.6055,2332.0
81.80540000000002,2327.0
82.00540000000001,2324.0
82.20655,2328.0
82.40539999999999,2329.0
82.60140000000001,2327.0
82.8055,2341.0
83.00549999999998,2343.0
83.20535000000001,2350.0
83.40535,2355.0
83.60629999999998,2361.0
83.80554999999998,2375.0
84.00554999999997,2388.0
84.20564999999999,2392.0
84.40559999999999,2408.0
84.6055,2419.0
84.80565000000001,2424.0
85.00565,2438.0
85.20159999999998,2444.0
85.40569999999997,2453.0
85.60590000000002,2474.0
85.80180000000001,2477.0
86.00554999999997,2488.0
86.2056,2497.0
86.40584999999999,2504.0
86.60570000000001,2514.0
86.80574999999999,2525.0
87.00574999999998,2540.0
87.20594999999997,2550.0
87.40605,2567.0
87.60579999999999,2573.0
87.80585000000002,2590.0
88.00594999999998,2600.0
88.20585,2617.0
88.40569999999997,2622.0
88.60579999999999,2637.0
88.80585000000002,2621.0
89.0059,2587.0
89.20594999999997,2591.0
89.406,2560.0
89.60590000000002,2316.0
89.80604999999997,2068.0
90.00594999999998,1827.0
90.20585,1588.0
90.406,1367.0
90.606,1193.0
90.80599999999998,1122.0
91.00594999999998,1159.0
91.20614999999998,1539.0
91.40719999999999,1905.0
91.60719999999998,1802.0
91.80615,1847.0
92.00614999999999,1805.0
92.20614999999998,1809.0
92.40629999999999,1825.0
92.60609999999997,1835.0
92.80725000000001,1830.0
93.00624999999997,1833.0
93.20619999999997,1842.0
93.40609999999998,1841.0
93.60615000000001,1854.0
93.8073,1838.0
94.00614999999999,1791.0
94.20625000000001,1824.0
94.40640000000002,1838.0
94.60629999999998,1843.0
94.80624999999998,1834.0
95.00639999999999,1828.0
95.2063,1832.0
95.4065,1828.0
95.60629999999998,1820.0
95.80655000000002,1822.0
96.00630000000001,1808.0
96.20639999999997,1785.0
96.40645,1766.0
96.60635000000002,1750.0
96.80644999999998,1722.0
97.00655,1712.0
97.20655,1698.0
97.4065,1679.0
97.60674999999998,1667.0
97.80655000000002,1645.0
98.00664999999998,1624.0
98.20645000000002,1602.0
98.40665000000001,1579.0
98.60669999999999,1571.0
98.80815000000001,1541.0
99.00669999999997,1519.0
99.20670000000001,1491.0
99.40665000000001,1474.0
99.60680000000002,1453.0
99.80674999999997,1432.0
100.00669999999997,1411.0
100.20655,1391.0
100.40674999999999,1380.0
100.6069,1365.0
100.80674999999997,1356.0
101.0068,1344.0
101.20690000000002,1335.0
101.40685000000002,1322.0
101.60685000000001,1311.0
101.80685,1300.0
102.00695000000002,1287.0
102.20690000000002,1276.0
102.40695,1268.0
102.6071,1254.0
102.80694999999997,1238.0
103.007,1223.0
103.20715000000001,1212.0
103.40699999999998,1207.0
103.60705000000002,1188.0
103.80705,1182.0
104.00709999999998,1177.0
104.20684999999997,1171.0
104.40819999999997,1166.0
104.60814999999997,1159.0
104.80804999999998,1072.0
105.00835000000001,1100.0
105.20850000000002,1110.0
105.40825000000001,1059.0
105.60719999999998,988.0
105.80725000000001,940.0
106.0086,919.0
106.20850000000002,902.0
106.40839999999997,910.0
106.60865000000001,923.0
106.80865,906.0
107.00835000000001,893.0
107.20839999999998,897.0
107.40879999999999,895.0
107.60859999999997,888.0
107.80835000000002,878.0
108.00855000000001,898.0
108.2088,903.0
108.40820000000002,889.0
108.60849999999999,884.0
108.80854999999997,901.0
109.00274999999999,912.0
109.20884999999998,910.0
109.40875,901.0
109.60854999999998,913.0
109.80854999999997,918.0
110.00864999999999,907.0
110.20805000000001,900.0
110.40785,899.0
110.6087,908.0
110.80799999999999,900.0
129.0086,1567.0
129.2088,1536.0
129.40875,1711.0
129.6087,1805.0
129.80854999999997,1883.0
130.0086,1953.0
130.2102,2021.0
130.40879999999999,2052.0
130.60879999999997,2102.0
130.8087,2092.0
131.00875000000002,2126.0
131.20875,2147.0
131.40895,2193.0
131.60865,2289.0
131.80894999999998,2377.0
132.00875000000002,2498.0
132.20915000000002,2613.0
132.40904999999998,2747.0
132.60885000000002,2870.0
132.80880000000002,3006.0
133.00885,3015.0
133.209,2871.0
133.40890000000002,2626.0
133.60885000000002,2383.0
133.8089,2132.0
134.00905,1881.0
134.20905,1622.0
134.40895,1402.0
134.60895,1360.0
134.80905,1816.0
135.00920000000002,1625.0
135.20915000000002,1757.0
135.409,1771.0
135.60915,1842.0
135.80915,1888.0
136.00914999999998,1970.0
136.20909999999998,2063.0
136.409,2150.0
136.60915,2223.0
136.8093,2289.0
137.00920000000002,2368.0
137.20915000000002,2458.0
137.40929999999997,2538.0
137.6094,2603.0
137.8093,2678.0
138.0093,2751.0
138.2092,2810.0
138.40935000000002,2878.0
138.60915,2934.0
138.80925000000002,3002.0
139.00925,3007.0
139.20945,2769.0
139.40949999999998,2400.0
139.60930000000002,2016.0
139.80925000000002,1644.0
140.00925,1380.0
140.20929999999998,1191.0
140.40935000000002,1076.0
140.60949999999997,1008.0
140.8095,971.0
141.00965000000002,963.0
141.20960000000002,1360.0
141.40945,2276.0
141.6096,2120.0
141.80944999999997,2200.0
142.00945000000002,2212.0
142.2095,2243.0
142.40949999999998,2220.0
142.60985,2230.0
142.8095,2252.0
143.00955,2254.0
143.20954999999998,2255.0
143.40974999999997,2268.0
143.60955,2278.0
143.8096,2291.0
144.00959999999998,2309.0
144.21114999999998,2335.0
144.4097,2349.0
144.60969999999998,2360.0
144.80975,2374.0
145.00979999999998,2388.0
145.20979999999997,2399.0
145.41005,2423.0
145.6101,2434.0
145.80989999999997,2455.0
146.00995,2468.0
146.20974999999999,2482.0
146.40974999999997,2405.0
146.6098,2194.0
146.80984999999998,1957.0
147.00984999999997,1713.0
147.20985000000002,1461.0
147.40974999999997,1204.0
147.6098,1094.0
147.81005,1059.0
148.00995,1300.0
148.2099,2013.0
148.40985,1881.0
148.60994999999997,1946.0
148.80995000000001,1960.0
149.01,1932.0
149.20999999999998,1941.0
149.40999999999997,1949.0
149.61,1960.0
149.80989999999997,1979.0
150.00995,1985.0
150.20995,1983.0
150.4101,2003.0
150.6101,2009.0
150.81015000000002,2015.0
151.01010000000002,2015.0
151.21015,2030.0
151.41015,2035.0
151.61014999999998,2044.0
151.81005,2050.0
152.01015,2055.0
152.2102,2051.0
152.41019999999997,2098.0
152.61020000000002,2096.0
152.8102,2074.0
153.0102,2064.0
153.21030000000002,2067.0
153.41025000000002,2064.0
153.61025,2063.0
153.81029999999998,2057.0
154.01029999999997,2063.0
154.21035,2057.0
154.4105,2061.0
154.61034999999998,2053.0
154.81034999999997,2054.0
155.01035000000002,2050.0
155.2104,2049.0
155.41039999999998,2049.0
155.61039999999997,2043.0
155.81040000000002,2047.0
156.01045,2028.0
156.21044999999998,2018.0
156.41044999999997,2002.0
156.6105,2003.0
156.8105,1990.0
157.01045,1997.0
157.21050000000002,1985.0
157.41044999999997,1991.0
157.61149999999998,1981.0
157.81054999999998,1985.0
158.01049999999998,1976.0
158.2106,1979.0
158.4106,1972.0
158.61059999999998,1975.0
158.81060000000002,1967.0
159.01065,1974.0
159.21184999999997,1959.0
159.41070000000002,1954.0
159.6107,1932.0
159.81060000000002,1922.0
160.01065,1922.0
160.21065,1909.0
160.4108,1916.0
160.61079999999998,1832.0
160.8109,1579.0
161.01080000000002,1351.0
161.21195,1119.0
161.41084999999998,1108.0
161.61095,1091.0
161.81074999999998,1017.0
162.01085,961.0
162.2108,915.0
162.41084999999998,884.0
162.61079999999998,847.0
162.8109,837.0
163.0109,889.0
163.21085,883.0
163.41084999999998,880.0
163.61095,876.0
163.8109,887.0
164.01094999999998,895.0
164.21105,898.0
164.411,902.0
164.61104999999998,910.0
164.81105000000002,916.0
165.01105,915.0
165.211,913.0
165.41109999999998,908.0
165.611,904.0
165.81105000000002,896.0
166.0111,893.0
166.2113,901.0
166.41109999999998,910.0
166.6112,885.0
166.8111,880.0
167.01119999999997,896.0
167.21120000000002,892.0
167.41125,883.0
167.61115,889.0
168.8125,902.0
169.6125,904.0
170.01245,905.0
170.21134999999998,904.0
170.4115,912.0
170.61145,910.0
175.2117,1789.0
175.4117,1969.0
175.6119,2176.0
175.8118,2368.0
176.0118,2553.0
176.212,2730.0
176.41179999999997,2900.0
176.61174999999997,3050.0
176.8118,3223.0
177.01274999999998,3347.0
177.21179999999998,3482.0
177.41185000000002,3586.0
177.61205,3566.0
177.81185,3531.0
178.01195,3269.0
178.212,3002.0
178.41199999999998,2755.0
178.61205,2505.0
178.812,2255.0
179.01195,2003.0
179.21204999999998,1757.0
179.41205000000002,1518.0
179.61200000000002,1473.0
179.812,2012.0
180.0125,1834.0
180.21210000000002,1889.0
180.41215,1989.0
180.6123,1980.0
180.81214999999997,2031.0
181.0122,2116.0
181.2124,2192.0
181.41219999999998,2279.0
181.61235,2365.0
181.81234999999998,2445.0
182.0122,2507.0
182.21224999999998,2573.0
182.4133,2648.0
182.6123,2722.0
182.81220000000002,2785.0
183.01235000000003,2852.0
183.21245,2907.0
183.41224999999997,2973.0
183.61235,3030.0
183.81240000000003,3085.0
184.01235000000003,3089.0
184.2124,3026.0
184.41255,2769.0
184.60854999999998,2532.0
184.81245,2278.0
185.01265,2030.0
185.21245,1789.0
185.41250000000002,1553.0
185.61239999999998,1308.0
185.81240000000003,1154.0
186.01245,1139.0
186.21269999999998,1533.0
186.41275000000002,2262.0
186.61255,2060.0
186.81259999999997,2220.0
187.01260000000002,2164.0
187.21265,2147.0
187.41255,2177.0
187.6126,2215.0
187.81255,2256.0
188.01254999999998,2302.0
188.2126,2325.0
188.41269999999997,2365.0
188.61295,2410.0
188.8127,2451.0
189.0127,2491.0
189.21265,2537.0
189.414,2568.0
189.61290000000002,2617.0
189.8127,2659.0
190.01285000000001,2693.0
190.21305,2735.0
190.41275000000002,2770.0
190.61290000000002,2806.0
190.8139,2846.0
191.0129,2885.0
191.21294999999998,2928.0
191.4128,2961.0
191.6128,2854.0
191.81295,2704.0
192.014,2452.0
192.21294999999998,2218.0
192.41295000000002,1960.0
192.61365,1718.0
192.8129,1469.0
193.01299999999998,1237.0
193.21294999999998,1128.0
193.41295000000002,1298.0
193.6132,2150.0
193.81304999999998,2048.0
194.01305000000002,2106.0
194.2131,2065.0
194.4133,2087.0
194.61315000000002,2095.0
194.8143,2100.0
195.01305000000002,2107.0
195.21319999999997,2113.0
195.4131,2124.0
195.61309999999997,2137.0
195.8132,2144.0
196.0131,2155.0
196.21325000000002,2161.0
196.41314999999997,2166.0
196.61315000000002,2179.0
196.8132,2184.0
197.01330000000002,2191.0
197.21319999999997,2201.0
197.41325,2210.0
197.61329999999998,2211.0
197.81324999999998,2228.0
198.01335,2235.0
198.21339999999998,2239.0
198.4133,2252.0
198.6134,2244.0
198.81330000000003,2250.0
199.0134,2253.0
199.21355,2253.0
199.41345,2245.0
199.6135,2246.0
199.8134,2241.0
200.0134,2241.0
200.21375,2243.0
200.41345,2247.0
200.61345,2247.0
200.81355000000002,2255.0
201.01364999999998,2256.0
201.21359999999999,2265.0
201.41375,2269.0
201.61360000000002,2279.0
201.81349999999998,2280.0
202.01459999999997,2291.0
202.21364999999997,2299.0
202.41365000000002,2283.0
202.61365,2290.0
202.81369999999998,2284.0
203.01369999999997,2285.0
203.21364999999997,2284.0
203.41445,2271.0
203.6137,2232.0
203.81380000000001,2260.0
204.0138,2243.0
204.21370000000002,2231.0
204.41385000000002,2224.0
204.61380000000003,2194.0
204.81380000000001,2189.0
205.014,2177.0
205.21384999999998,2152.0
205.41385000000002,2174.0
205.61385,2135.0
205.81490000000002,2120.0
206.0138,2178.0
206.21390000000002,2150.0
206.41465,2113.0
206.61395,2105.0
206.8139,2125.0
207.01385,2126.0
207.21395,2130.0
207.414,2140.0
207.61395,2156.0
207.81414999999998,2162.0
208.01395000000002,2178.0
208.21395,2187.0
208.41410000000002,2195.0
208.61399999999998,2207.0
208.8141,2213.0
209.014,2222.0
209.21425,2234.0
209.4142,2247.0
209.61419999999998,2256.0
209.81405,2267.0
210.01445,2283.0
210.21409999999997,2291.0
210.41415,2299.0
210.61425000000003,2309.0
210.81435,2324.0
211.01425,2334.0
211.21429999999998,2344.0
211.41430000000003,2355.0
211.61419999999998,2365.0
211.81445000000002,2377.0
212.01445,2385.0
212.21495,2396.0
212.41430000000003,2407.0
212.61425000000003,2421.0
212.8143,2421.0
213.0145,2434.0
213.21435000000002,2445.0
213.4144,2457.0
213.61455,2459.0
213.81465000000003,2475.0
214.01445,2481.0
214.21465,2495.0
214.41455000000002,2501.0
214.6146,2510.0
214.81445000000002,2520.0
215.0145,2523.0
215.21454999999997,2544.0
215.41445,2551.0
215.61450000000002,2559.0
215.8145,2564.0
216.0152,2576.0
216.21460000000002,2571.0
216.41455000000002,2575.0
216.61464999999998,2563.0
216.81455,2561.0
217.0147,2551.0
217.21460000000002,2541.0
217.41475000000003,2526.0
217.61475000000002,2535.0
217.81459999999998,2507.0
218.01465000000002,2519.0
218.2149,2496.0
218.41469999999998,2498.0
218.61485,2505.0
218.81470000000002,2494.0
219.0147,2477.0
219.21485,2467.0
219.41475000000003,2466.0
219.615,2460.0
219.81475,2454.0
220.01479999999998,2453.0
220.21505000000002,2444.0
220.41485,2437.0
220.61560000000003,2432.0
220.815,2428.0
221.01495,2420.0
221.21499999999997,2417.0
221.4149,2413.0
221.61489999999998,2407.0
221.81490000000002,2400.0
222.0149,2399.0
222.21505000000002,2390.0
222.41494999999998,2387.0
222.61495000000002,2385.0
222.81504999999999,2381.0
223.01504999999997,2375.0
223.21515,2363.0
223.41525000000001,2364.0
223.61509999999998,2361.0
223.81504999999999,2357.0
224.01515,2356.0
224.21535,2356.0
224.41514999999998,2352.0
224.61525,2353.0
224.81525,2349.0
225.01620000000003,2347.0
225.2154,2345.0
225.4153,2350.0
225.6153,2345.0
225.8155,2346.0
226.01524999999998,2346.0
226.2153,2350.0
226.41535,2343.0
226.61534999999998,2338.0
226.81535000000002,2344.0
227.01535,2341.0
227.21544999999998,2345.0
227.4155,2346.0
227.61540000000002,2344.0
227.8154,2349.0
228.0154,2350.0
228.21544999999998,2343.0
228.41545000000002,2353.0
228.61545,2352.0
228.81554999999997,2355.0
229.0156,2358.0
229.2156,2366.0
229.41555,2362.0
229.61554999999998,2368.0
229.8163,2369.0
230.0158,2312.0
230.21575,2381.0
230.41570000000002,2400.0
230.61565000000002,2372.0
230.8157,2364.0
231.01665000000003,2370.0
231.21570000000003,2361.0
231.41570000000002,2357.0
231.61565000000002,2357.0
231.8157,2355.0
232.01569999999998,2355.0
232.21589999999998,2352.0
232.41575,2350.0
232.61575,2350.0
232.81775,2347.0
233.0159,2344.0
233.21585,2350.0
233.4158,2350.0
233.61579999999998,2349.0
233.81585,2348.0
234.0159,2346.0
234.21585,2346.0
234.41604999999998,2349.0
234.61605000000003,2344.0
234.81580000000002,2346.0
235.0159,2346.0
235.21589999999998,2345.0
235.41584999999998,2346.0
235.61595,2344.0
235.81605000000002,2345.0
236.01594999999998,2326.0
236.216,2336.0
236.41604999999998,2332.0
236.61605000000003,2324.0
236.81595,2322.0
237.0172,2316.0
237.21609999999998,2308.0
237.4162,2311.0
237.61599999999999,2304.0
237.8163,2302.0
238.0161,2293.0
238.21625,2290.0
238.4162,2288.0
238.61615,2284.0
238.81615,2277.0
239.0161,2276.0
239.21640000000002,2271.0
239.41625,2270.0
239.61630000000002,2267.0
239.8163,2264.0
240.0163,2256.0
240.21640000000002,2256.0
240.4169,2254.0
240.61635,2246.0
240.81635,2245.0
241.01635,2241.0
241.21640000000002,2241.0
241.41795000000002,2232.0
241.61630000000002,2229.0
241.8164,2230.0
242.01645000000002,2222.0
242.21645,2220.0
242.41645,2218.0
242.61745000000002,2209.0
242.8179,2210.0
243.01645000000002,2197.0
243.21640000000002,2208.0
243.4164,2212.0
243.61795,2201.0
243.81765000000001,2205.0
244.01645000000002,2203.0
244.21835,2202.0
244.41789999999997,2204.0
244.61790000000002,2204.0
244.8179,2199.0
245.01715000000002,2202.0
245.2179,2201.0
245.41785,2199.0
245.6166,2199.0
245.8179,2203.0
246.0179,2197.0
246.21795000000003,2200.0
246.418,2201.0
246.618,2197.0
246.81805000000003,2199.0
247.01805000000002,2200.0
247.21795000000003,2194.0
247.41809999999998,2199.0
247.61810000000003,2201.0
247.81805000000003,2199.0
248.01805000000002,2203.0
248.2181,2204.0
248.4171,2203.0
248.61810000000003,2208.0
248.81810000000002,2208.0
249.01805000000002,2212.0
249.21805,2216.0
249.41805,2215.0
249.61804999999998,2217.0
249.81805000000003,2224.0
250.0183,2223.0
250.21805,2229.0
250.41789999999997,2229.0
250.61705,2236.0
250.81810000000002,2236.0
251.01805000000002,2240.0
251.21805,2239.0
251.41805,2247.0
251.61804999999998,2246.0
251.8172,2251.0
252.01805000000002,2255.0
252.21825,2259.0
252.41805,2259.0
252.6178,2263.0
252.81785000000002,2261.0
253.01785,2270.0
253.2179,2272.0
253.41785,2277.0
253.61759999999998,2276.0
253.81760000000003,2277.0
254.01839999999999,2285.0
254.2176,2284.0
254.41764999999998,2288.0
254.61759999999998,2292.0
